"location_name","location_type","location_fips_code","population","state","county","metro","year","month","rent_change_mom","rent_change_yoy","rent_change_pandemic","price_overall","price_1br","price_2br"
"Greenbelt, MD","City",2434775,24646,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,0.0013,0.0357,0.193,2056,1820,2069
"Hyattsville, MD","City",2441250,20851,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0091,0.0158,0.1007,1897,1534,1976
"Laurel, MD","City",2445900,29581,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0027,-0.0055,0.1971,1960,1689,2080
"North Bethesda, MD","City",2456337,49763,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0154,0.0204,0.1011,2226,1934,2512
"Odenton, MD","City",2458300,45026,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD",2024,11,-0.0095,0.0333,0.2166,2429,2165,2471
"Owings Mills, MD","City",2459425,34999,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD",2024,11,-0.0064,0.0247,0.2142,1833,1518,1867
"Oxon Hill, MD","City",2459500,18526,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0064,0.0909,0.1378,1809,1497,1875
"Rockville, MD","City",2467675,67142,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0091,0.0243,0.1806,2472,2147,2612
"Silver Spring, MD","City",2472450,81808,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,6e-04,0.0016,0.1388,2018,1866,2161
"Suitland, MD","City",2475725,25839,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.005,0.0221,0.087,1791,1543,1806
"Towson, MD","City",2478425,57617,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD",2024,11,-0.0051,0.0011,0.1425,1790,1531,1935
"Waldorf, MD","City",2481175,81077,"Maryland","Charles County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0067,0.0114,0.2577,2086,1782,2007
"Allentown, PA","City",4202000,125292,"Pennsylvania","Lehigh County","Allentown-Bethlehem-Easton, PA-NJ",2024,11,-0.0049,0.0389,0.3217,1371,1172,1394
"Bethlehem, PA","City",4206088,76555,"Pennsylvania","Northampton County","Allentown-Bethlehem-Easton, PA-NJ",2024,11,-0.0056,0.0146,0.3514,1338,1053,1463
"Exton, PA","City",4224440,6272,"Pennsylvania","Chester County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0022,0.0122,0.2053,2246,2031,2456
"King of Prussia, PA","City",4239736,24423,"Pennsylvania","Montgomery County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0022,0.0139,0.1212,1900,1820,1950
"Norristown, PA","City",4254656,35712,"Pennsylvania","Montgomery County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0086,0.0068,0.2187,1275,1087,1293
"Philadelphia, PA","City",4260000,1593208,"Pennsylvania","Philadelphia County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0073,-0.0056,0.1057,1388,1269,1468
"Pittsburgh, PA","City",4261000,303843,"Pennsylvania","Allegheny County","Pittsburgh, PA",2024,11,-0.0146,-0.0045,0.0825,1271,1108,1350
"West Chester, PA","City",4282704,19016,"Pennsylvania","Chester County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0087,0.0044,0.2257,1754,1587,1926
"Newark, DE","City",1050670,30655,"Delaware","New Castle County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,0.0028,0.053,0.3855,1639,1424,1572
"Albany, NY","City",3601000,99692,"New York","Albany County","Albany-Schenectady-Troy, NY",2024,11,-0.0081,-0.0487,0.252,1379,1213,1457
"New Rochelle, NY","City",3650617,80828,"New York","Westchester County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,0.0056,-0.0207,-0.0061,2065,1861,2296
"New York City, NY","City",3651000,8622467,"New York","New York County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0134,0.0213,0.1827,2356,2249,2371
"Saratoga Springs, NY","City",3665255,28505,"New York","Saratoga County","Albany-Schenectady-Troy, NY",2024,11,-0.0027,-0.06,0.2303,1419,1232,1599
"White Plains, NY","City",3681677,59421,"New York","Westchester County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,3e-04,-0.0033,0.0294,2256,2083,2463
"Yonkers, NY","City",3684000,209780,"New York","Westchester County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-9e-04,0.0305,0.0258,1884,1669,2026
"New Haven, CT","City",952000,135736,"Connecticut","New Haven County","New Haven-Milford, CT",2024,11,0.0093,0.0889,0.2866,1926,1663,1983
"Stamford, CT","City",973000,135413,"Connecticut","Fairfield County","Bridgeport-Stamford-Norwalk, CT",2024,11,-0.0173,0.0497,0.2086,2606,2416,2729
"Boston, MA","City",2507000,665945,"Massachusetts","Suffolk County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0231,0.0063,0.0891,2344,2254,2373
"Cambridge, MA","City",2511000,117962,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0154,-0.0032,0.0833,2913,2645,3205
"Framingham, MA","City",2524960,71805,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0073,0.021,0.2334,1969,1663,2196
"Lowell, MA","City",2537000,114737,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0142,0.0336,0.2846,1717,1307,1803
"Malden, MA","City",2537875,65463,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0169,0.0098,0.1217,2198,1946,2493
"Norwood, MA","City",2550285,31343,"Massachusetts","Norfolk County","Boston-Cambridge-Newton, MA-NH",2024,11,0.0111,0.0412,0.2569,2469,2147,2594
"Peabody, MA","City",2552490,54204,"Massachusetts","Essex County","Boston-Cambridge-Newton, MA-NH",2024,11,0.0052,0.0402,0.2956,2092,1888,2264
"Quincy, MA","City",2555745,100981,"Massachusetts","Norfolk County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.021,0.0142,0.1822,2216,2041,2408
"Somerville, MA","City",2562535,80464,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.026,-6e-04,0.101,2499,1997,2642
"Waltham, MA","City",2572600,64711,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0204,0.024,0.2143,2374,1987,2533
"Weymouth Town, MA","City",2578972,57300,"Massachusetts","Norfolk County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0176,0.0226,0.2054,1989,1831,2208
"Worcester, MA","City",2582000,204191,"Massachusetts","Worcester County","Worcester, MA-CT",2024,11,-0.0013,0.0275,0.2694,1563,1137,1617
"Manchester, NH","City",3345140,115037,"New Hampshire","Hillsborough County","Manchester-Nashua, NH",2024,11,-0.0131,0.0136,0.3906,1583,1261,1698
"Anchorage, AK","City",203000,290674,"Alaska","Anchorage Municipality","Anchorage, AK",2024,11,-4e-04,0.0352,0.4636,1695,1214,1659
"Washington, DC","City",1150000,670587,"District of Columbia","District of Columbia","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0111,0.0174,0.0435,2188,2162,2220
"Arlington Heights, IL","City",1702154,76794,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0017,0.0721,0.358,1887,1581,2015
"Aurora, IL","City",1703012,181405,"Illinois","Kane County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0016,0.0497,0.3683,1898,1429,1882
"Chicago, IL","City",1714000,2721914,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0162,0.0087,0.1069,1662,1541,1677
"Lombard, IL","City",1744407,44055,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,0.006,0.0847,0.2666,2147,1966,2241
"Naperville, IL","City",1751622,149089,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0097,0.0377,0.2866,1993,1689,2019
"Romeoville, IL","City",1765442,40132,"Illinois","Will County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.017,0.0139,0.3274,1779,1731,1741
"Schaumburg, IL","City",1768003,77571,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,0.0068,0.0612,0.3665,2036,1747,2147
"Vernon Hills, IL","City",1777694,26750,"Illinois","Lake County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0232,0.0191,0.1823,1845,1736,1740
"Jackson, MS","City",2836000,153271,"Mississippi","Hinds County","Jackson, MS",2024,11,0.0015,7e-04,0.1604,1100,871,1081
"Bayonne, NJ","City",3403580,70497,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,0.0011,0.0336,0.2335,1926,1607,1939
"Fort Lee, NJ","City",3424420,39799,"New Jersey","Bergen County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0201,0.0503,0.229,2329,1969,2760
"Hackensack, NJ","City",3428680,45758,"New Jersey","Bergen County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0148,0.0031,0.2372,2101,2036,2259
"Harrison, NJ","City",3430210,19217,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,3e-04,0.0162,0.0443,2469,2657,2127
"Hoboken, NJ","City",3432250,58754,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0052,0.0219,0.1567,3406,2893,3981
"Jersey City, NJ","City",3436000,287899,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0182,1e-04,0.155,2302,2252,2291
"Newark, NJ","City",3451000,307355,"New Jersey","Essex County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0096,0.0186,0.258,1654,1240,1706
"New Brunswick, NJ","City",3451210,55718,"New Jersey","Middlesex County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0262,0.0506,0.3101,2051,1766,2134
"West New York, NJ","City",3479610,52438,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0221,-0.0626,0.125,1834,1655,1869
"Cochise County, AZ","County",4003,125504,"Arizona","Cochise County","Sierra Vista-Douglas, AZ",2024,11,-0.0314,0.0185,0.3745,1086,880,979
"Coconino County, AZ","County",4005,144705,"Arizona","Coconino County","Flagstaff, AZ",2024,11,-0.029,-0.0368,0.3064,1485,1353,1478
"Pima County, AZ","County",4019,1042393,"Arizona","Pima County","Tucson, AZ",2024,11,-0.0057,-0.0192,0.3554,1184,953,1231
"Pinal County, AZ","County",4021,433338,"Arizona","Pinal County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0168,-0.0449,0.4269,1427,814,1092
"Maricopa County, AZ","County",4013,4430871,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0099,-0.0263,0.2177,1414,1197,1391
"Yavapai County, AZ","County",4025,237830,"Arizona","Yavapai County","Prescott Valley-Prescott, AZ",2024,11,-0.013,-0.0672,0.1781,1403,1080,1427
"Pulaski County, AR","County",5119,398322,"Arkansas","Pulaski County","Little Rock-North Little Rock-Conway, AR",2024,11,-0.0075,0.011,0.2338,1094,913,1079
"Benton County, AR","County",5007,286528,"Arkansas","Benton County","Fayetteville-Springdale-Rogers, AR",2024,11,-0.0104,-0.038,0.3116,1206,973,1061
"Washington County, AR","County",5143,247331,"Arkansas","Washington County","Fayetteville-Springdale-Rogers, AR",2024,11,-0.0084,-0.04,0.3684,1019,813,995
"Baldwin County, AL","County",1003,233420,"Alabama","Baldwin County","Daphne-Fairhope-Foley, AL",2024,11,-0.0025,-0.0213,0.2512,1222,1025,1157
"Escambia County, AL","County",12033,321296,"Florida","Escambia County","Pensacola-Ferry Pass-Brent, FL",2024,11,-0.0205,0.0054,0.2219,1346,1093,1294
"Jefferson County, AL","County",1073,672265,"Alabama","Jefferson County","Birmingham-Hoover, AL",2024,11,-0.01,0.0062,0.1825,1183,1051,1162
"Madison County, AL","County",1089,389781,"Alabama","Madison County","Huntsville, AL",2024,11,-0.0054,-0.0441,0.1298,1046,869,1003
"Mobile County, AL","County",1097,413878,"Alabama","Mobile County","Mobile, AL",2024,11,-0.0087,-0.0017,0.3108,1071,860,1042
"Montgomery County, AL","County",1101,228132,"Alabama","Montgomery County","Montgomery, AL",2024,11,-0.0319,0.0227,0.311,1118,871,1070
"Shelby County, AL","County",1117,223916,"Alabama","Shelby County","Birmingham-Hoover, AL",2024,11,-0.0051,2e-04,0.2274,1339,1199,1304
"Adams County, CO","County",8001,520149,"Colorado","Adams County","Denver-Aurora-Lakewood, CO",2024,11,-0.0163,-0.002,0.2224,1689,1433,1695
"Arapahoe County, CO","County",8005,654453,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.0206,-0.0374,0.1923,1704,1413,1764
"Boulder County, CO","County",8013,328658,"Colorado","Boulder County","Boulder, CO",2024,11,-0.0215,-0.004,0.172,1837,1544,1842
"Denver County, CO","County",8031,710800,"Colorado","Denver County","Denver-Aurora-Lakewood, CO",2024,11,-0.0194,-0.0429,0.0777,1694,1499,1867
"Douglas County, CO","County",8035,360206,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO",2024,11,-0.0071,-0.0335,0.2365,1997,1756,2027
"El Paso County, CO","County",8041,730323,"Colorado","El Paso County","Colorado Springs, CO",2024,11,-0.008,-0.017,0.1828,1480,1183,1387
"Jefferson County, CO","County",8059,580519,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO",2024,11,-0.0236,-0.0184,0.1928,1718,1486,1706
"Larimer County, CO","County",8069,359363,"Colorado","Larimer County","Fort Collins, CO",2024,11,-0.0254,-0.0113,0.1984,1567,1343,1475
"Weld County, CO","County",8123,331466,"Colorado","Weld County","Greeley, CO",2024,11,-0.0041,0.0104,0.1618,1591,1118,1462
"New Castle County, DE","County",10003,570567,"Delaware","New Castle County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,0.0028,0.042,0.3823,1463,1250,1491
"Fresno County, CA","County",6019,1008280,"California","Fresno County","Fresno, CA",2024,11,-0.0071,-0.0052,0.2691,1313,1018,1260
"Los Angeles County, CA","County",6037,9936690,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA",2024,11,-0.0064,-0.012,0.0773,2057,1783,2220
"Marin County, CA","County",6041,260485,"California","Marin County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0083,-7e-04,0.0953,2778,2292,3039
"Napa County, CA","County",6055,137384,"California","Napa County","Napa, CA",2024,11,-0.0157,-4e-04,0.1225,2293,1747,2416
"Orange County, CA","County",6059,3175227,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA",2024,11,-0.0017,0.0048,0.2692,2533,2171,2546
"Placer County, CA","County",6061,406608,"California","Placer County","Sacramento-Roseville-Folsom, CA",2024,11,-0.0118,0.0071,0.2622,2028,1604,1962
"Riverside County, CA","County",6065,2429487,"California","Riverside County","Riverside-San Bernardino-Ontario, CA",2024,11,-0.0061,-0.0024,0.31,1917,1421,1801
"Sacramento County, CA","County",6067,1579211,"California","Sacramento County","Sacramento-Roseville-Folsom, CA",2024,11,-0.0076,0.0129,0.2179,1682,1357,1669
"San Bernardino County, CA","County",6071,2180563,"California","San Bernardino County","Riverside-San Bernardino-Ontario, CA",2024,11,-0.0068,0.0112,0.3042,1775,1376,1664
"San Diego County, CA","County",6073,3289701,"California","San Diego County","San Diego-Chula Vista-Carlsbad, CA",2024,11,-0.0017,-0.0069,0.2786,2269,1916,2333
"San Francisco County, CA","County",6075,851036,"California","San Francisco County","San Francisco-Oakland-Berkeley, CA",2024,11,0,0.0313,-0.1243,2728,2754,3264
"San Joaquin County, CA","County",6077,779445,"California","San Joaquin County","Stockton, CA",2024,11,-0.0123,-0.0046,0.1659,1596,1143,1442
"San Mateo County, CA","County",6081,754250,"California","San Mateo County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0104,0.0286,-0.0388,2979,2575,3303
"Santa Barbara County, CA","County",6083,445213,"California","Santa Barbara County","Santa Maria-Santa Barbara, CA",2024,11,-0.0155,-0.0258,0.3423,2038,1770,2066
"Santa Clara County, CA","County",6085,1916831,"California","Santa Clara County","San Jose-Sunnyvale-Santa Clara, CA",2024,11,-0.0114,0.028,0.019,2906,2563,3012
"Solano County, CA","County",6095,450995,"California","Solano County","Vallejo, CA",2024,11,-0.0132,0.0232,0.1718,2189,1705,2111
"Ventura County, CA","County",6111,842009,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA",2024,11,-0.0122,-0.0017,0.2345,2400,1941,2298
"Yolo County, CA","County",6113,217141,"California","Yolo County","Sacramento-Roseville-Folsom, CA",2024,11,-0.0118,-0.0025,0.1064,1840,1384,1810
"Duval County, FL","County",12031,995708,"Florida","Duval County","Jacksonville, FL",2024,11,-0.0078,-0.0351,0.2114,1313,1095,1305
"Clay County, FL","County",12019,219650,"Florida","Clay County","Jacksonville, FL",2024,11,-0.0093,-0.0381,0.2802,1420,1099,1329
"Bay County, FL","County",12005,181055,"Florida","Bay County","Panama City, FL",2024,11,-0.0186,-0.0092,0.099,1338,1133,1290
"Pasco County, FL","County",12101,569211,"Florida","Pasco County","Tampa-St. Petersburg-Clearwater, FL",2024,11,9e-04,-0.0313,0.2573,1460,1136,1356
"Sarasota County, FL","County",12115,439392,"Florida","Sarasota County","North Port-Sarasota-Bradenton, FL",2024,11,-1e-04,-0.0274,0.3066,1629,1419,1601
"Charlotte County, FL","County",12015,189900,"Florida","Charlotte County","Punta Gorda, FL",2024,11,-0.0031,-0.0634,0.1698,1177,880,1118
"Manatee County, FL","County",12081,405069,"Florida","Manatee County","North Port-Sarasota-Bradenton, FL",2024,11,-0.0106,-0.0159,0.3634,1491,1254,1421
"Pinellas County, FL","County",12103,959918,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL",2024,11,0.012,0.0115,0.3624,1486,1246,1548
"Polk County, FL","County",12105,736229,"Florida","Polk County","Lakeland-Winter Haven, FL",2024,11,-0.0023,-0.0214,0.2468,1228,938,1155
"Osceola County, FL","County",12097,393745,"Florida","Osceola County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0071,-0.0253,0.2031,1551,1217,1446
"Brevard County, FL","County",12009,610723,"Florida","Brevard County","Palm Bay-Melbourne-Titusville, FL",2024,11,-0.0028,0.0127,0.2873,1459,1220,1370
"Orange County, FL","County",12095,1427403,"Florida","Orange County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0113,-0.014,0.2226,1573,1329,1554
"Hernando County, FL","County",12053,196621,"Florida","Hernando County","Tampa-St. Petersburg-Clearwater, FL",2024,11,-0.0108,0.0242,0.5322,1310,1012,1233
"Broward County, FL","County",12011,1940907,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0052,-0.0099,0.3046,1760,1443,1792
"Collier County, FL","County",12021,380221,"Florida","Collier County","Naples-Marco Island, FL",2024,11,-0.004,-0.0467,0.4169,1700,1479,1617
"Miami-Dade County, FL","County",12086,2688237,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0039,0.0097,0.3527,1812,1495,1884
"Hillsborough County, FL","County",12057,1468560,"Florida","Hillsborough County","Tampa-St. Petersburg-Clearwater, FL",2024,11,-0.0019,-0.0141,0.3385,1547,1291,1552
"Lee County, FL","County",12071,772902,"Florida","Lee County","Cape Coral-Fort Myers, FL",2024,11,-0.0059,-0.0806,0.2466,1406,1153,1326
"Palm Beach County, FL","County",12099,1494805,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL",2024,11,-0.0013,-0.0078,0.3295,1828,1544,1794
"Seminole County, FL","County",12117,471321,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0117,-0.0188,0.2643,1519,1334,1476
"Okaloosa County, FL","County",12091,212021,"Florida","Okaloosa County","Crestview-Fort Walton Beach-Destin, FL",2024,11,-0.0086,0.0367,0.2297,1382,1145,1233
"Leon County, FL","County",12073,294128,"Florida","Leon County","Tallahassee, FL",2024,11,-9e-04,0.0092,0.3001,1283,1100,1281
"Volusia County, FL","County",12127,558520,"Florida","Volusia County","Deltona-Daytona Beach-Ormond Beach, FL",2024,11,-0.0016,-0.015,0.2455,1396,1131,1375
"St. Johns County, FL","County",12109,278722,"Florida","St. Johns County","Jacksonville, FL",2024,11,7e-04,-0.0621,0.1197,1574,1168,1396
"St. Lucie County, FL","County",12111,334682,"Florida","St. Lucie County","Port St. Lucie, FL",2024,11,-0.0047,-0.0348,0.254,1366,1075,1246
"Alachua County, FL","County",12001,279729,"Florida","Alachua County","Gainesville, FL",2024,11,-0.0125,-0.01,0.1473,1191,989,1240
"Martin County, FL","County",12085,159399,"Florida","Martin County","Port St. Lucie, FL",2024,11,0.0016,-0.0144,0.2895,1615,1274,1673
"Lake County, FL","County",12069,386829,"Florida","Lake County","Orlando-Kissimmee-Sanford, FL",2024,11,-0.0066,-0.0518,0.2313,1308,981,1260
"Coweta County, GA","County",13077,147449,"Georgia","Coweta County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,0.008,0.0097,0.3715,1583,1184,1466
"Bartow County, GA","County",13015,109410,"Georgia","Bartow County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,0.0021,-0.0415,0.3007,1081,998,1011
"Muscogee County, GA","County",13215,204572,"Georgia","Muscogee County","Columbus, GA-AL",2024,11,0.001,0.0186,0.2877,1298,1037,1213
"Rockdale County, GA","County",13247,93641,"Georgia","Rockdale County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.025,-0.0659,0.3259,1260,1156,1186
"Richmond County, GA","County",13245,206153,"Georgia","Richmond County","Augusta-Richmond County, GA-SC",2024,11,9e-04,0.015,0.1982,1173,973,1100
"Honolulu County, HI","County",15003,1010100,"Hawaii","Honolulu County","Urban Honolulu, HI",2024,11,0.0015,0.0575,0.2203,2442,1847,2452
"Ada County, ID","County",16001,497494,"Idaho","Ada County","Boise City, ID",2024,11,-0.0152,0.013,0.2857,1386,1128,1299
"Kootenai County, ID","County",16055,173396,"Idaho","Kootenai County","Coeur d'Alene, ID",2024,11,-0.0054,0.006,0.2964,1304,995,1167
"DuPage County, IL","County",17043,930559,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0065,0.046,0.2976,1901,1628,1962
"Champaign County, IL","County",17019,206525,"Illinois","Champaign County","Champaign-Urbana, IL",2024,11,7e-04,0.0073,0.2709,1100,956,1127
"Kane County, IL","County",17089,517254,"Illinois","Kane County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,0.0015,0.0191,0.3101,1541,1181,1549
"Clark County, IN","County",18019,121484,"Indiana","Clark County","Louisville/Jefferson County, KY-IN",2024,11,-0.01,-0.0111,0.2254,1097,854,1118
"Hamilton County, IN","County",18057,349527,"Indiana","Hamilton County","Indianapolis-Carmel-Anderson, IN",2024,11,-5e-04,-0.0017,0.3193,1538,1300,1507
"Hendricks County, IN","County",18063,175639,"Indiana","Hendricks County","Indianapolis-Carmel-Anderson, IN",2024,11,-0.0021,0.0269,0.3806,1377,1161,1328
"Johnson County, IN","County",18081,161952,"Indiana","Johnson County","Indianapolis-Carmel-Anderson, IN",2024,11,0.0029,-0.0192,0.3203,1286,1028,1199
"Marion County, IN","County",18097,971737,"Indiana","Marion County","Indianapolis-Carmel-Anderson, IN",2024,11,-0.0052,0.0087,0.2802,1203,1040,1222
"Tippecanoe County, IN","County",18157,186955,"Indiana","Tippecanoe County","Lafayette-West Lafayette, IN",2024,11,-0.0139,0.0032,0.4015,1182,1002,1231
"Vanderburgh County, IN","County",18163,179900,"Indiana","Vanderburgh County","Evansville, IN-KY",2024,11,0.002,0.043,0.3175,1053,839,1103
"Allen County, IN","County",18003,385456,"Indiana","Allen County","Fort Wayne, IN",2024,11,-0.0156,0.0344,0.3115,1048,862,1059
"Monroe County, IN","County",18105,140065,"Indiana","Monroe County","Bloomington, IN",2024,11,0.0104,-0.0311,0.2136,1193,1039,1186
"Bartholomew County, IN","County",18005,82371,"Indiana","Bartholomew County","Columbus, IN",2024,11,0.0125,0.0548,0.3096,1274,1191,1319
"St. Joseph County, IN","County",18141,272388,"Indiana","St. Joseph County","South Bend-Mishawaka, IN-MI",2024,11,-0.0115,0.0245,0.3851,1097,937,1126
"Dallas County, IA","County",19049,100367,"Iowa","Dallas County","Des Moines-West Des Moines, IA",2024,11,-0.0148,-0.0132,0.1555,1308,1171,1366
"Polk County, IA","County",19153,493378,"Iowa","Polk County","Des Moines-West Des Moines, IA",2024,11,-0.0155,0.0124,0.1447,1134,961,1164
"Scott County, IA","County",19163,174315,"Iowa","Scott County","Davenport-Moline-Rock Island, IA-IL",2024,11,5e-04,0.0363,0.2023,1032,853,1067
"Johnson County, KS","County",20091,610742,"Kansas","Johnson County","Kansas City, MO-KS",2024,11,-0.0093,0.044,0.3055,1446,1265,1491
"Sedgwick County, KS","County",20173,522700,"Kansas","Sedgwick County","Wichita, KS",2024,11,0.0075,0.027,0.2455,1029,807,1043
"Shawnee County, KS","County",20177,178625,"Kansas","Shawnee County","Topeka, KS",2024,11,-0.0259,0.0448,0.2063,1046,808,1053
"Wyandotte County, KS","County",20209,167989,"Kansas","Wyandotte County","Kansas City, MO-KS",2024,11,-0.0115,-0.0067,0.1906,1124,850,1140
"Boone County, KY","County",21015,136150,"Kentucky","Boone County","Cincinnati, OH-KY-IN",2024,11,-0.0017,0.0485,0.3406,1379,1077,1411
"Fayette County, KY","County",21067,321276,"Kentucky","Fayette County","Lexington-Fayette, KY",2024,11,-0.0136,0.0518,0.3641,1165,947,1162
"Jefferson County, KY","County",21111,779232,"Kentucky","Jefferson County","Louisville/Jefferson County, KY-IN",2024,11,-0.0068,0.0369,0.2378,1226,1013,1252
"Kenton County, KY","County",21117,169066,"Kentucky","Kenton County","Cincinnati, OH-KY-IN",2024,11,-0.0273,0.0121,0.2634,1086,878,1156
"Warren County, KY","County",21227,135307,"Kentucky","Warren County","Bowling Green, KY",2024,11,-0.0228,5e-04,0.2346,1049,859,1054
"Jefferson County, LA","County",22051,436171,"Louisiana","Jefferson Parish","New Orleans-Metairie, LA",2024,11,-0.0066,0.0152,0.1602,1186,995,1227
"Lafayette County, LA","County",22055,243175,"Louisiana","Lafayette Parish","Lafayette, LA",2024,11,-0.0084,-0.0213,0.2428,996,839,980
"Orleans County, LA","County",22071,380408,"Louisiana","Orleans Parish","New Orleans-Metairie, LA",2024,11,0.015,0.0397,0.0839,1269,1067,1321
"Bossier County, LA","County",22015,128877,"Louisiana","Bossier Parish","Shreveport-Bossier City, LA",2024,11,0.003,-0.0048,0.2737,1223,960,1149
"Calcasieu County, LA","County",22019,210770,"Louisiana","Calcasieu Parish","Lake Charles, LA",2024,11,-0.0061,0.001,0.0441,1106,802,1117
"East Baton Rouge County, LA","County",22033,454369,"Louisiana","East Baton Rouge Parish","Baton Rouge, LA",2024,11,-0.01,0.0048,0.2059,1139,960,1127
"Bristol County, MA","County",25005,576699,"Massachusetts","Bristol County","Providence-Warwick, RI-MA",2024,11,-0.0184,0.0249,0.3274,1333,1009,1404
"Essex County, MA","County",25009,806103,"Massachusetts","Essex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0077,0.0397,0.2974,1865,1393,2012
